Tick,Evento,Tipo de Comercio,ID Pedido
267,Finalizó el envío del pedido,restaurante,91
267,Finalizó el envío del pedido,restaurante,89
267,Comenzó el envio del pedido,restaurante,93
268,Se Termino de elaborar el pedido,restaurante,96
268,Se asignó el rapartidor,restaurante,102
269,Comenzó el envio del pedido,restaurante,102
271,Entró el pedido al sistema,restaurante,116
272,Finalizó el envío del pedido,restaurante,95
272,Finalizó el envío del pedido,restaurante,99
273,Entró el pedido al sistema,restaurante,117
273,Se asignó el rapartidor,restaurante,103
273,Finalizó el envío del pedido,restaurante,100
273,Finalizó el envío del pedido,restaurante,102
274,Se Termino de elaborar el pedido,restaurante,104
274,Comenzó el envio del pedido,restaurante,103
274,Finalizó el envío del pedido,restaurante,88
275,Se Termino de elaborar el pedido,restaurante,111
275,Se Termino de elaborar el pedido,restaurante,108
275,Se empezó a elaborar el pedido,restaurante,116
276,Finalizó el envío del pedido,almacen,105
277,Se asignó el rapartidor,restaurante,106
278,Entró el pedido al sistema,restaurante,118
278,Se asignó el rapartidor,restaurante,112
278,Finalizó el envío del pedido,restaurante,82
279,Se empezó a elaborar el pedido,restaurante,118
279,Se Termino de elaborar el pedido,restaurante,106
279,Se asignó el rapartidor,restaurante,96
279,Comenzó el envio del pedido,restaurante,106
280,Comenzó el envio del pedido,restaurante,96
280,Se asignó el rapartidor,restaurante,107
281,Se asignó el rapartidor,restaurante,110
282,Se asignó el rapartidor,restaurante,91
283,Entró el pedido al sistema,restaurante,119
283,Se asignó el rapartidor,restaurante,113
283,Finalizó el envío del pedido,restaurante,93
284,Se empezó a elaborar el pedido,restaurante,119
284,Se asignó el rapartidor,restaurante,117
285,Entró el pedido al sistema,restaurante,120
285,Comenzó el envio del pedido,restaurante,111
285,Se asignó el rapartidor,restaurante,118
285,Entró el pedido al sistema,restaurante,121
286,Se empezó a elaborar el pedido,restaurante,121
286,Se Termino de elaborar el pedido,restaurante,116
286,Se asignó el rapartidor,restaurante,108
286,Se empezó a elaborar el pedido,restaurante,117
286,Finalizó el envío del pedido,restaurante,103
287,Comenzó el envio del pedido,restaurante,108
287,Se asignó el rapartidor,restaurante,114
289,Entró el pedido al sistema,restaurante,122
289,Finalizó el envío del pedido,restaurante,106
290,Se empezó a elaborar el pedido,restaurante,122
291,Se Termino de elaborar el pedido,restaurante,94
291,Entró el pedido al sistema,restaurante,123
291,Se empezó a elaborar el pedido,restaurante,112
291,Comenzó el envio del pedido,restaurante,94
292,Entró el pedido al sistema,restaurante,124
292,Se Termino de elaborar el pedido,restaurante,110
292,Se empezó a elaborar el pedido,restaurante,123
292,Se Termino de elaborar el pedido,restaurante,109
292,Se empezó a elaborar el pedido,restaurante,115
292,Comenzó el envio del pedido,restaurante,110
293,Entró el pedido al sistema,restaurante,125
293,Se empezó a elaborar el pedido,restaurante,124
294,Entró el pedido al sistema,restaurante,126
294,Se asignó el rapartidor,restaurante,116
295,Comenzó el envio del pedido,restaurante,116
295,Se empezó a elaborar el pedido,restaurante,126
295,Se Termino de elaborar el pedido,restaurante,118
295,Se asignó el rapartidor,restaurante,115
295,Comenzó el envio del pedido,restaurante,118
296,Comenzó el envio del pedido,restaurante,109
296,Se Termino de elaborar el pedido,restaurante,114
296,Se Termino de elaborar el pedido,restaurante,107
296,Entró el pedido al sistema,restaurante,127
296,Se empezó a elaborar el pedido,restaurante,120
296,Se empezó a elaborar el pedido,restaurante,125
296,Comenzó el envio del pedido,restaurante,114
296,Comenzó el envio del pedido,restaurante,107
297,Finalizó el envío del pedido,restaurante,94
297,Finalizó el envío del pedido,restaurante,96
298,Entró el pedido al sistema,restaurante,128
298,Finalizó el envío del pedido,restaurante,108
299,Entró el pedido al sistema,restaurante,129
299,Se Termino de elaborar el pedido,restaurante,117
299,Finalizó el envío del pedido,restaurante,111
300,Se empezó a elaborar el pedido,restaurante,129
300,Se asignó el rapartidor,restaurante,104
301,Entró el pedido al sistema,restaurante,130
301,Comenzó el envio del pedido,restaurante,104
301,Se asignó el rapartidor,restaurante,109
301,Finalizó el envío del pedido,restaurante,110
302,Se Termino de elaborar el pedido,restaurante,113
302,Se asignó el rapartidor,restaurante,111
302,Se empezó a elaborar el pedido,restaurante,128
302,Comenzó el envio del pedido,restaurante,113
302,Finalizó el envío del pedido,restaurante,118
303,Entró el pedido al sistema,almacen,131
303,Comenzó el envio del pedido,restaurante,117
304,Se empezó a elaborar el pedido,almacen,131
304,Se asignó el rapartidor,restaurante,127
304,Se Termino de elaborar el pedido,almacen,131
305,Entró el pedido al sistema,almacen,132
305,Finalizó el envío del pedido,restaurante,114
305,Entró el pedido al sistema,restaurante,133
306,Se empezó a elaborar el pedido,almacen,132
306,Finalizó el envío del pedido,restaurante,113
306,Se Termino de elaborar el pedido,almacen,132
308,Finalizó el envío del pedido,restaurante,107
309,Entró el pedido al sistema,restaurante,134
310,Se empezó a elaborar el pedido,restaurante,134
310,Finalizó el envío del pedido,restaurante,116
311,Se Termino de elaborar el pedido,restaurante,124
311,Se asignó el rapartidor,almacen,131
311,Se empezó a elaborar el pedido,restaurante,127
311,Comenzó el envio del pedido,restaurante,124
312,Comenzó el envio del pedido,almacen,131
312,Se asignó el rapartidor,almacen,132
312,Comenzó el envio del pedido,almacen,132
313,Entró el pedido al sistema,restaurante,135
313,Se asignó el rapartidor,restaurante,123
313,Finalizó el envío del pedido,restaurante,117
314,Entró el pedido al sistema,restaurante,136
314,Se Termino de elaborar el pedido,restaurante,122
314,Se empezó a elaborar el pedido,restaurante,135
314,Se Termino de elaborar el pedido,restaurante,112
314,Se asignó el rapartidor,restaurante,130
314,Entró el pedido al sistema,restaurante,137
314,Comenzó el envio del pedido,restaurante,112
315,Se empezó a elaborar el pedido,restaurante,136
315,Se asignó el rapartidor,restaurante,126
315,Finalizó el envío del pedido,restaurante,109
315,Finalizó el envío del pedido,restaurante,104
316,Se asignó el rapartidor,restaurante,120
317,Se Termino de elaborar el pedido,restaurante,120
317,Se asignó el rapartidor,restaurante,124
317,Comenzó el envio del pedido,restaurante,120
318,Entró el pedido al sistema,almacen,138
318,Finalizó el envío del pedido,restaurante,112
318,Finalizó el envío del pedido,almacen,132
319,Se Termino de elaborar el pedido,restaurante,121
319,Se empezó a elaborar el pedido,almacen,138
319,Se Termino de elaborar el pedido,almacen,138
320,Entró el pedido al sistema,restaurante,139
321,Se asignó el rapartidor,restaurante,134
322,Entró el pedido al sistema,restaurante,140
323,Se empezó a elaborar el pedido,restaurante,140
324,Se asignó el rapartidor,almacen,138
325,Se Termino de elaborar el pedido,restaurante,128
325,Comenzó el envio del pedido,almacen,138
325,Se asignó el rapartidor,restaurante,128
326,Entró el pedido al sistema,restaurante,141
326,Comenzó el envio del pedido,restaurante,128
326,Se asignó el rapartidor,restaurante,137
327,Se empezó a elaborar el pedido,restaurante,141
327,Se asignó el rapartidor,restaurante,119
329,Entró el pedido al sistema,restaurante,142
329,Se Termino de elaborar el pedido,restaurante,126
329,Se Termino de elaborar el pedido,restaurante,134
329,Se Termino de elaborar el pedido,restaurante,125
329,Se Termino de elaborar el pedido,restaurante,119
329,Se Termino de elaborar el pedido,restaurante,136
329,Finalizó el envío del pedido,almacen,131
329,Comenzó el envio del pedido,restaurante,134
329,Se empezó a elaborar el pedido,restaurante,130
329,Comenzó el envio del pedido,restaurante,119
329,Comenzó el envio del pedido,restaurante,126
330,Se empezó a elaborar el pedido,restaurante,142
330,Finalizó el envío del pedido,restaurante,124
331,Se Termino de elaborar el pedido,restaurante,115
331,Se asignó el rapartidor,restaurante,121
331,Comenzó el envio del pedido,restaurante,115
332,Comenzó el envio del pedido,restaurante,121
333,Entró el pedido al sistema,restaurante,143
333,Finalizó el envío del pedido,restaurante,120
334,Se Termino de elaborar el pedido,restaurante,123
334,Se empezó a elaborar el pedido,restaurante,143
334,Comenzó el envio del pedido,restaurante,123
336,Se Termino de elaborar el pedido,restaurante,127
336,Se asignó el rapartidor,restaurante,133
336,Comenzó el envio del pedido,restaurante,127
336,Finalizó el envío del pedido,restaurante,134
337,Se Termino de elaborar el pedido,restaurante,141
337,Finalizó el envío del pedido,restaurante,126
338,Entró el pedido al sistema,restaurante,144
339,Se empezó a elaborar el pedido,restaurante,144
339,Se Termino de elaborar el pedido,restaurante,129
339,Se empezó a elaborar el pedido,restaurante,133
339,Comenzó el envio del pedido,restaurante,129
340,Entró el pedido al sistema,restaurante,145
341,Entró el pedido al sistema,almacen,146
341,Se empezó a elaborar el pedido,restaurante,145
341,Finalizó el envío del pedido,restaurante,123
341,Finalizó el envío del pedido,restaurante,127
342,Se empezó a elaborar el pedido,almacen,146
342,Finalizó el envío del pedido,restaurante,128
342,Se Termino de elaborar el pedido,almacen,146
343,Se Termino de elaborar el pedido,restaurante,142
343,Entró el pedido al sistema,restaurante,147
343,Finalizó el envío del pedido,almacen,138
344,Se asignó el rapartidor,restaurante,135
345,Se Termino de elaborar el pedido,restaurante,135
345,Se empezó a elaborar el pedido,restaurante,137
345,Comenzó el envio del pedido,restaurante,135
346,Se asignó el rapartidor,restaurante,136
346,Finalizó el envío del pedido,restaurante,121
347,Entró el pedido al sistema,restaurante,148
347,Comenzó el envio del pedido,restaurante,122
348,Entró el pedido al sistema,restaurante,149
348,Se asignó el rapartidor,restaurante,125
348,Finalizó el envío del pedido,restaurante,119
349,Comenzó el envio del pedido,restaurante,125
349,Se empezó a elaborar el pedido,restaurante,149
349,Se asignó el rapartidor,almacen,146
349,Finalizó el envío del pedido,restaurante,115
350,Entró el pedido al sistema,restaurante,150
350,Comenzó el envio del pedido,almacen,146
350,Se asignó el rapartidor,restaurante,139
351,Entró el pedido al sistema,restaurante,151
351,Se asignó el rapartidor,restaurante,140
352,Se empezó a elaborar el pedido,restaurante,151
352,Se asignó el rapartidor,restaurante,129
355,Entró el pedido al sistema,restaurante,152
356,Se empezó a elaborar el pedido,restaurante,152
357,Entró el pedido al sistema,restaurante,153
358,Se empezó a elaborar el pedido,restaurante,153
358,Finalizó el envío del pedido,restaurante,129
359,Entró el pedido al sistema,restaurante,154
359,Finalizó el envío del pedido,restaurante,135
360,Se empezó a elaborar el pedido,restaurante,154
360,Se asignó el rapartidor,restaurante,122
361,Se Termino de elaborar el pedido,restaurante,143
361,Se Termino de elaborar el pedido,restaurante,145
361,Se Termino de elaborar el pedido,restaurante,130
361,Comenzó el envio del pedido,restaurante,136
361,Se empezó a elaborar el pedido,restaurante,147
361,Se empezó a elaborar el pedido,restaurante,150
361,Comenzó el envio del pedido,restaurante,130
362,Entró el pedido al sistema,restaurante,155
362,Se Termino de elaborar el pedido,restaurante,149
362,Se asignó el rapartidor,restaurante,148
362,Finalizó el envío del pedido,restaurante,122
363,Se Termino de elaborar el pedido,restaurante,140
363,Se asignó el rapartidor,restaurante,144
363,Comenzó el envio del pedido,restaurante,140
364,Finalizó el envío del pedido,restaurante,125
367,Entró el pedido al sistema,restaurante,156
368,Se asignó el rapartidor,restaurante,145
368,Finalizó el envío del pedido,almacen,146
369,Entró el pedido al sistema,restaurante,157
369,Comenzó el envio del pedido,restaurante,145
369,Se asignó el rapartidor,restaurante,150
369,Finalizó el envío del pedido,restaurante,140
370,Se empezó a elaborar el pedido,restaurante,157
370,Comenzó el envio del pedido,restaurante,143
371,Finalizó el envío del pedido,restaurante,136
372,Entró el pedido al sistema,farmacia,158
373,Entró el pedido al sistema,restaurante,159
373,Se empezó a elaborar el pedido,farmacia,158
373,Finalizó el envío del pedido,restaurante,130
373,Finalizó el envío del pedido,restaurante,145
373,Se Termino de elaborar el pedido,farmacia,158
374,Se Termino de elaborar el pedido,restaurante,133
374,Se empezó a elaborar el pedido,restaurante,159
374,Se asignó el rapartidor,restaurante,142
374,Comenzó el envio del pedido,restaurante,133
375,Comenzó el envio del pedido,restaurante,142
377,Se Termino de elaborar el pedido,restaurante,147
377,Se Termino de elaborar el pedido,restaurante,151
377,Se asignó el rapartidor,farmacia,158
378,Entró el pedido al sistema,restaurante,160
378,Comenzó el envio del pedido,farmacia,158
378,Se asignó el rapartidor,restaurante,141
379,Se empezó a elaborar el pedido,restaurante,160
379,Se Termino de elaborar el pedido,restaurante,154
379,Se asignó el rapartidor,restaurante,151
379,Comenzó el envio del pedido,restaurante,141
379,Se empezó a elaborar el pedido,restaurante,156
380,Se Termino de elaborar el pedido,restaurante,144
380,Se asignó el rapartidor,restaurante,143
380,Comenzó el envio del pedido,restaurante,151
380,Se empezó a elaborar el pedido,restaurante,148
380,Comenzó el envio del pedido,restaurante,144
381,Se asignó el rapartidor,restaurante,153
382,Finalizó el envío del pedido,restaurante,142
383,Entró el pedido al sistema,restaurante,161
383,Se Termino de elaborar el pedido,restaurante,137
383,Se asignó el rapartidor,restaurante,156
383,Se empezó a elaborar el pedido,restaurante,139
383,Entró el pedido al sistema,restaurante,162
383,Comenzó el envio del pedido,restaurante,137
384,Entró el pedido al sistema,restaurante,163
384,Se empezó a elaborar el pedido,restaurante,161
384,Se empezó a elaborar el pedido,restaurante,162
384,Comenzó el envio del pedido,restaurante,154
385,Entró el pedido al sistema,farmacia,164
385,Finalizó el envío del pedido,restaurante,143
386,Se Termino de elaborar el pedido,restaurante,152
386,Se Termino de elaborar el pedido,restaurante,159
386,Se empezó a elaborar el pedido,farmacia,164
386,Se asignó el rapartidor,restaurante,152
386,Se Termino de elaborar el pedido,farmacia,164
387,Entró el pedido al sistema,restaurante,165
387,Comenzó el envio del pedido,restaurante,152
388,Se empezó a elaborar el pedido,restaurante,165
388,Se asignó el rapartidor,farmacia,164
389,Comenzó el envio del pedido,farmacia,164
389,Finalizó el envío del pedido,restaurante,151
390,Entró el pedido al sistema,restaurante,166
391,Entró el pedido al sistema,restaurante,167
